id,DateTime,max_temp,min_temp,avg_temp,rh_max,rh_min,rh_avg,L,et0
327,1/26/2019 9:00,24.4,19.9,23.2,38.555,30.355,32.705,131,5.62
328,1/26/2019 10:00,25.2,20.7,24,34.275,26.075,28.425,220,6.27
329,1/26/2019 11:00,25.6,21.1,24.4,33.375,25.175,27.525,336,6.52
330,1/26/2019 12:00,26.35,21.85,25.15,33.835,25.635,27.985,441,6.67
331,1/26/2019 13:00,27.1,22.6,25.9,27.275,19.075,21.425,575,7.45
332,1/26/2019 14:00,27.3,22.8,26.1,28.275,20.075,22.425,650,7.35
333,1/26/2019 15:00,27.1,22.6,25.9,29.615,21.415,23.765,529,7.31
334,1/26/2019 16:00,25.15,20.65,23.95,54.775,46.575,48.925,489,4.71
335,1/26/2019 17:00,23.65,19.15,22.45,57.645,49.445,51.795,358,3.85
336,1/26/2019 18:00,21.6,17.1,20.4,59.255,51.055,53.405,284,2.88
337,1/27/2019 6:00,18.55,14.05,17.35,48.8,40.6,42.95,21,2.76
338,1/27/2019 7:00,20.15,15.65,18.95,45.055,36.855,39.205,191,3.68
339,1/27/2019 8:00,23.45,18.95,22.25,37.62,29.42,31.77,311,5.37
340,1/27/2019 9:00,24.4,19.9,23.2,34.275,26.075,28.425,381,5.95
341,1/27/2019 10:00,25,20.5,23.8,35.5,27.3,29.65,487,6.22
342,1/27/2019 11:00,25.6,21.1,24.4,33.835,25.635,27.985,572,6.52
343,1/27/2019 12:00,26.35,21.85,25.15,27.275,19.075,21.425,747,7.12
344,1/27/2019 13:00,27.5,23,26.3,28.5,20.3,22.65,836,7.5
345,1/27/2019 14:00,27.3,22.8,26.1,29.615,21.415,23.765,947,7.28
346,1/27/2019 15:00,27.5,23,26.3,53.6,45.4,47.75,827,5.7
347,1/27/2019 16:00,25.15,20.65,23.95,57.645,49.445,51.795,736,4.46
348,1/27/2019 17:00,23.65,19.15,22.45,59.6,51.4,53.75,531,3.68
349,1/27/2019 18:00,21.6,17.1,20.4,58.635,50.435,52.785,501,2.97
350,1/28/2019 6:00,18.55,14.05,17.35,47.945,39.745,42.095,21,2.85
351,1/28/2019 7:00,20.15,15.65,18.95,45.1,36.9,39.25,191,3.68
352,1/28/2019 8:00,23.45,18.95,22.25,38.555,30.355,32.705,311,5.28
353,1/28/2019 9:00,24,19.5,22.8,34.275,26.075,28.425,381,5.98
354,1/28/2019 10:00,24.5,20,23.3,35.1,26.9,29.25,487,6.08
355,1/28/2019 11:00,25.6,21.1,24.4,33.835,25.635,27.985,572,6.52
356,1/28/2019 12:00,26.4,21.9,25.2,27.275,19.075,21.425,747,7.12
357,1/28/2019 13:00,27.3,22.8,26.1,29.2,21,23.35,836,7.28
358,1/28/2019 14:00,27.2,22.7,26,29.615,21.415,23.765,947,7.28
359,1/28/2019 15:00,27.5,23,26.3,54.775,46.575,48.925,827,5.62
360,1/28/2019 16:00,25.4,20.9,24.2,53.3,45.1,47.45,736,4.76
361,1/28/2019 17:00,23.5,19,22.3,54.3,46.1,48.45,531,4.11
362,1/28/2019 18:00,21.6,17.1,20.4,56.3,48.1,50.45,501,3.15
363,1/29/2019 6:00,20.15,15.65,18.95,47.945,39.745,42.095,21,3.43
364,1/29/2019 7:00,23.45,18.95,22.25,45.055,36.855,39.205,191,4.74
365,1/29/2019 8:00,24,19.5,22.8,38.555,30.355,32.705,311,5.65
366,1/29/2019 9:00,24.5,20,23.3,34.275,26.075,28.425,381,6.12
367,1/29/2019 10:00,25.6,21.1,24.4,33.375,25.175,27.525,487,6.52
368,1/29/2019 11:00,26.4,21.9,25.2,33.835,25.635,27.985,572,6.67
369,1/29/2019 12:00,27.3,22.8,26.1,27.275,19.075,21.425,747,7.42
370,1/29/2019 13:00,27.2,22.7,26,28.275,20.075,22.425,836,7.35
371,1/29/2019 14:00,27.5,23,26.3,29.615,21.415,23.765,947,7.43
372,1/29/2019 15:00,25.4,20.9,24.2,54.775,46.575,48.925,827,4.68
373,1/29/2019 16:00,23.5,19,22.3,57.645,49.445,51.795,736,3.85
374,1/29/2019 17:00,21.6,17.1,20.4,57.3,49.1,51.45,531,3.06
375,1/29/2019 18:00,19.1,14.6,17.9,58.7,50.5,52.85,501,1.98
376,1/30/2019 6:00,20.15,15.65,18.95,26.3,18.1,20.45,21,5.41
377,1/30/2019 7:00,23.45,18.95,22.25,14.58,6.38,8.73,191,7.28
378,1/30/2019 8:00,23.1,18.6,21.9,23.75,15.55,17.9,311,6.58
379,1/30/2019 9:00,24.4,19.9,23.2,11.58,3.38,5.73,381,7.78
380,1/30/2019 10:00,25.6,21.1,24.4,10.3,2.1,4.45,487,8.23
381,1/30/2019 11:00,27.1,22.6,25.9,9.86,1.66,4.01,572,8.69
382,1/30/2019 12:00,27.6,23.1,26.4,10.67,2.47,4.82,747,8.72
383,1/30/2019 13:00,28,23.5,26.8,11.3,3.1,5.45,836,8.81
384,1/30/2019 14:00,28.5,24,27.3,13.58,5.38,7.73,947,8.78
385,1/30/2019 15:00,25.4,20.9,24.2,16.58,8.38,10.73,827,7.66
386,1/30/2019 16:00,24.1,19.6,22.9,37.3,29.1,31.45,736,5.73
387,1/30/2019 17:00,22.1,17.6,20.9,24.19,15.99,18.34,531,6.25
388,1/30/2019 18:00,21.1,16.6,19.9,26.3,18.1,20.45,501,5.72
389,1/31/2019 6:00,20.15,15.65,18.95,26.3,18.1,20.45,21,5.41
390,1/31/2019 7:00,23.45,18.95,22.25,14.58,6.38,8.73,191,7.28
391,1/31/2019 8:00,24.1,19.6,22.9,12.3,4.1,6.45,311,7.73
392,1/31/2019 9:00,24.4,19.9,23.2,11.58,3.38,5.73,381,7.78
393,1/31/2019 10:00,26.1,21.6,24.9,10.3,2.1,4.45,487,8.38
394,1/31/2019 11:00,27.1,22.6,25.9,9.86,1.66,4.01,572,8.69
395,1/31/2019 12:00,27.6,23.1,26.4,10.67,2.47,4.82,747,8.72
396,1/31/2019 13:00,28.1,23.6,26.9,11.3,3.1,5.45,836,8.81
397,1/31/2019 14:00,30.1,25.6,28.9,13.58,5.38,7.73,947,9.18
398,1/31/2019 15:00,32.1,27.6,30.9,16.58,8.38,10.73,827,9.51
399,1/31/2019 16:00,33.1,28.6,31.9,40.5,32.3,34.65,736,8.43
400,1/31/2019 17:00,32.7,28.2,31.5,24.19,15.99,18.34,531,9.21
401,1/31/2019 18:00,32.1,27.6,30.9,19.5,18,20.35,501,9.12
402,5/1/2018 6:00,29.3,22.7,26.3,10.78,6.58,8.68,52,8.76
403,5/1/2018 7:00,30.6,24,27.6,8.7,4.5,6.6,222,9.24
404,5/1/2018 8:00,30.9,24.3,27.9,7.78,3.58,5.68,342,9.3
405,5/1/2018 9:00,30.9,24.3,27.9,7.2,3,5.1,412,9.3
406,5/1/2018 10:00,33.3,26.7,30.3,6.06,1.86,3.96,518,9.96
407,5/1/2018 11:00,35.3,28.7,32.3,6.87,2.67,4.77,603,10.38
408,5/1/2018 12:00,35.6,29,32.6,7.8,3.6,5.7,778,10.45
409,5/1/2018 13:00,36.3,29.7,33.3,9.78,5.58,7.68,867,10.48
410,5/1/2018 14:00,37.3,30.7,34.3,13.73,9.53,11.63,978,10.54
411,5/1/2018 15:00,37.3,30.7,34.3,33.5,29.3,31.4,858,9.6
412,5/1/2018 16:00,36.6,30,33.6,20.39,16.19,18.29,767,10.1
413,5/1/2018 17:00,37.9,31.3,34.9,22.4,18.2,20.3,562,10.26
414,5/1/2018 18:00,37.2,30.6,34.2,22.5,18.3,20.4,532,10.13
415,5/2/2018 6:00,37.08,30.48,34.08,10.78,6.58,8.68,52,10.66
416,5/2/2018 7:00,37.3,30.7,34.3,8.4,4.2,6.3,222,10.74
417,5/2/2018 8:00,37.8,31.2,34.8,7.78,3.58,5.68,342,10.88
418,5/2/2018 9:00,39,32.4,36,6.5,2.3,4.4,412,11.22
419,5/2/2018 10:00,39.5,32.9,36.5,6.06,1.86,3.96,518,11.24
420,5/2/2018 11:00,39.8,33.2,36.8,7.2,3,5.1,603,11.3
421,5/2/2018 12:00,39.9,33.3,36.9,7.5,3.3,5.4,778,11.3
422,5/2/2018 13:00,41.1,34.5,38.1,9.78,5.58,7.68,867,11.55
423,5/2/2018 14:00,41.9,35.3,38.9,12.2,8,10.1,978,11.56
424,5/2/2018 15:00,38.3,31.7,35.3,33.5,29.3,31.4,858,9.88
425,5/2/2018 16:00,37.5,30.9,34.5,20.39,16.19,18.29,767,10.23
426,5/2/2018 17:00,38,31.4,35,22.4,18.2,20.3,562,10.39
427,5/2/2018 18:00,36.3,29.7,33.3,22.5,18.3,20.4,532,9.88
428,5/3/2018 6:00,32,25.4,29,10.78,6.58,8.68,52,9.5
429,5/3/2018 7:00,40.9,34.3,37.9,8.5,4.3,6.4,222,11.48
430,5/3/2018 8:00,40.3,33.7,37.3,7.78,3.58,5.68,342,11.4
431,5/3/2018 9:00,41.3,34.7,38.3,6.5,2.3,4.4,412,11.62
432,5/3/2018 10:00,42.3,35.7,39.3,6.06,1.86,3.96,518,11.82
433,5/3/2018 11:00,42.9,36.3,39.9,6.87,2.67,4.77,603,11.91
434,5/3/2018 12:00,43.2,36.6,40.2,7.5,3.3,5.4,778,11.99
435,5/3/2018 13:00,44.3,37.7,41.3,9.78,5.58,7.68,867,12.14
436,5/3/2018 14:00,43.9,37.3,40.9,12.78,8.58,10.68,978,11.97
437,5/3/2018 15:00,42.3,35.7,39.3,35.3,31.1,33.2,858,10.85
438,5/3/2018 16:00,40.3,33.7,37.3,20.39,16.19,18.29,767,10.95
439,5/3/2018 17:00,39,32.4,36,22.5,18.3,20.4,562,10.63
440,5/3/2018 18:00,38.3,31.7,35.3,22.6,18.4,20.5,532,10.39
441,5/4/2018 6:00,30.2,23.6,27.2,10.78,6.58,8.68,52,9.01
442,5/4/2018 7:00,32.3,25.7,29.3,8.5,4.3,6.4,222,9.61
443,5/4/2018 8:00,32.8,26.2,29.8,7.78,3.58,5.68,342,9.77
444,5/4/2018 9:00,32.2,25.6,29.2,6.5,2.3,4.4,412,9.7
445,5/4/2018 10:00,33.2,26.6,30.2,6.06,1.86,3.96,518,9.96
446,5/4/2018 11:00,33.3,26.7,30.3,6.87,2.67,4.77,603,9.93
447,5/4/2018 12:00,33.6,27,30.6,7.5,3.3,5.4,778,10
448,5/4/2018 13:00,34.9,28.3,31.9,9.78,5.58,7.68,867,10.14
449,5/4/2018 14:00,35.3,28.7,32.3,12.78,8.58,10.68,978,10.12
450,5/4/2018 15:00,35.9,29.3,32.9,33.5,29.3,31.4,858,9.17
451,5/4/2018 16:00,36.6,30,33.6,20.39,16.19,18.29,767,10.1
452,5/4/2018 17:00,38.3,31.7,35.3,22.5,18.3,20.4,562,10.39
453,5/4/2018 18:00,37.08,30.48,34.08,10.78,6.58,8.68,52,10.66
454,5/5/2018 6:00,41.3,34.7,38.3,7.8,3.6,5.7,222,11.6
455,5/5/2018 7:00,42.66,36.06,39.66,7.78,3.58,5.68,342,11.89
456,5/5/2018 8:00,45.3,38.7,42.3,6.7,2.5,4.6,412,12.37
457,5/5/2018 9:00,44.8,38.2,41.8,6.06,1.86,3.96,518,12.29
458,5/5/2018 10:00,45.3,38.7,42.3,6.87,2.67,4.77,603,12.37
459,5/5/2018 11:00,45.3,38.7,42.3,7.5,3.3,5.4,778,12.36
460,5/5/2018 12:00,40.8,35.8,38.3,9.78,5.58,7.68,867,11.52
461,5/5/2018 13:00,46.8,40.2,43.8,12.78,8.58,10.68,978,12.55
462,5/5/2018 14:00,43.3,36.7,40.3,33.5,29.3,31.4,858,11.18
463,5/5/2018 15:00,39.3,32.7,36.3,20.39,16.19,18.29,767,10.72
464,5/5/2018 16:00,38.3,31.7,35.3,22.5,18.3,20.4,562,10.39
465,5/5/2018 17:00,38.3,31.7,35.3,22.5,18.3,20.4,532,10.39
466,5/5/2018 18:00,30.2,23.6,27.2,10.78,6.58,8.68,52,9.01
467,5/6/2018 6:00,32.3,25.7,29.3,8.9,4.7,6.8,222,9.61
468,5/6/2018 7:00,32.8,26.2,29.8,7.78,3.58,5.68,342,9.77
469,5/6/2018 8:00,32.2,25.6,29.2,7.3,3.1,5.2,412,9.66
470,5/6/2018 9:00,33.2,26.6,30.2,6.06,1.86,3.96,518,9.96
471,5/6/2018 10:00,33.3,26.7,30.3,6.87,2.67,4.77,603,9.93
472,5/6/2018 11:00,33.6,27,30.6,7.5,3.3,5.4,778,10
473,5/6/2018 12:00,34.9,28.3,31.9,9.78,5.58,7.68,867,10.14
474,5/6/2018 13:00,35.3,28.7,32.3,12.78,8.58,10.68,978,10.12
475,5/6/2018 14:00,35.9,29.3,32.9,33.5,29.3,31.4,858,9.17
476,5/6/2018 15:00,36.6,30,33.6,20.39,16.19,18.29,767,10.1
477,5/6/2018 16:00,38.3,31.7,35.3,22.5,18.3,20.4,562,10.39
478,5/6/2018 17:00,38.5,31.9,35.5,22.8,18.6,20.7,532,10.39
479,5/6/2018 18:00,30.2,23.6,27.2,10.78,6.58,8.68,52,9.01
480,5/7/2018 6:00,32.3,25.7,29.3,8.7,4.5,6.6,222,9.61
481,5/7/2018 7:00,32.8,26.2,29.8,7.78,3.58,5.68,342,9.77
482,5/7/2018 8:00,32.2,25.6,29.2,6.7,2.5,4.6,412,9.7
483,5/7/2018 9:00,33.2,26.6,30.2,6.06,1.86,3.96,518,9.96
484,5/7/2018 10:00,33.3,26.7,30.3,6.87,2.67,4.77,603,9.93
485,5/7/2018 11:00,33.6,27,30.6,7.5,3.3,5.4,778,10
486,5/7/2018 12:00,34.9,28.3,31.9,9.78,5.58,7.68,867,10.14
487,5/7/2018 13:00,35.3,28.7,32.3,12.78,8.58,10.68,978,10.12
488,5/7/2018 14:00,35.9,29.3,32.9,33.5,29.3,31.4,858,9.17
489,5/7/2018 15:00,36.6,30,33.6,20.39,16.19,18.29,767,10.1
490,5/7/2018 16:00,38.3,31.7,35.3,23.3,19.1,21.2,562,10.34
491,5/7/2018 17:00,37.08,30.48,34.08,10.78,6.58,8.68,52,10.66
492,5/7/2018 18:00,41.3,34.7,38.3,8.5,4.3,6.4,222,11.58
493,5/8/2018 6:00,42.66,36.06,39.66,7.78,3.58,5.68,342,11.89
494,5/8/2018 7:00,42.6,36,39.6,6.5,2.3,4.4,412,11.91
495,5/8/2018 8:00,43.3,36.7,40.3,6.06,1.86,3.96,518,12.01
496,5/8/2018 9:00,43.2,36.6,40.2,6.87,2.67,4.77,603,12
497,5/8/2018 10:00,43.8,37.2,40.8,7.5,3.3,5.4,778,12.08
498,5/8/2018 11:00,44.1,37.5,41.1,9.78,5.58,7.68,867,12.14
499,5/8/2018 12:00,42.3,35.7,39.3,12.78,8.58,10.68,978,11.67
500,5/8/2018 13:00,41.8,35.2,38.8,33.5,29.3,31.4,858,10.8
501,5/8/2018 14:00,39.3,32.7,36.3,20.39,16.19,18.29,767,10.72
502,5/8/2018 15:00,38.3,31.7,35.3,22.5,18.3,20.4,562,10.39
503,5/8/2018 16:00,38,31.4,35,22.5,18.3,20.4,532,10.39
504,5/8/2018 17:00,31.3,24.7,28.3,10.78,6.58,8.68,52,9.26
505,5/8/2018 18:00,32.3,25.7,29.3,8.5,4.3,6.4,222,9.61
506,5/9/2018 6:00,33.3,26.7,30.3,7.78,3.58,5.68,342,9.89
507,5/9/2018 7:00,34.2,27.6,31.2,6.7,2.5,4.6,412,10.16
508,5/9/2018 8:00,36.3,29.7,33.3,6.06,1.86,3.96,518,10.61
509,5/9/2018 9:00,37.3,30.7,34.3,6.87,2.67,4.77,603,10.81
510,5/9/2018 10:00,37.9,31.3,34.9,11.5,7.3,9.4,778,10.73
511,5/9/2018 11:00,38,31.4,35,9.78,5.58,7.68,867,10.92
512,5/9/2018 12:00,39,32.4,36,12.78,8.58,10.68,978,11.03
513,5/9/2018 13:00,39.2,32.6,36.2,35.63,31.43,33.53,858,10.06
514,5/9/2018 14:00,39.3,32.7,36.3,20.39,16.19,18.29,767,10.72
515,5/9/2018 15:00,39.1,32.5,36.1,22.5,18.3,20.4,562,10.63
516,5/9/2018 16:00,38.3,31.7,35.3,22.5,18.3,20.4,532,10.39
517,5/9/2018 17:00,32.3,25.7,29.3,10.78,6.58,8.68,52,9.5
518,5/9/2018 18:00,32.8,26.2,29.8,8.5,4.3,6.4,222,9.72
519,5/10/2018 6:00,33.2,26.6,30.2,7.78,3.58,5.68,342,9.89
520,5/10/2018 7:00,34.3,27.7,31.3,6.5,2.3,4.4,412,10.16
521,5/10/2018 8:00,35.6,29,32.6,6.06,1.86,3.96,518,10.5
522,5/10/2018 9:00,36.8,30.2,33.8,6.87,2.67,4.77,603,10.7
523,5/10/2018 10:00,37.3,30.7,34.3,7.5,3.3,5.4,778,10.78
524,5/10/2018 11:00,38.3,31.7,35.3,9.78,5.58,7.68,867,10.92
525,5/10/2018 12:00,37.3,30.7,34.3,12.78,8.58,10.68,978,10.58
526,5/10/2018 13:00,36.8,30.2,33.8,33.5,29.3,31.4,858,9.46
527,5/10/2018 14:00,37.3,30.7,34.3,20.39,16.19,18.29,767,10.23
528,5/10/2018 15:00,36.3,29.7,33.3,22.5,18.3,20.4,562,9.88
529,5/10/2018 16:00,35.8,29.2,32.8,22.5,18.3,20.4,532,9.75
530,5/10/2018 17:00,32.9,26.3,29.9,10.78,6.58,8.68,52,9.62
531,5/10/2018 18:00,31.7,25.1,28.7,8.5,4.3,6.4,222,9.48
532,5/11/2018 6:00,33.3,26.7,30.3,7.78,3.58,5.68,342,9.89
533,5/11/2018 7:00,33.7,27.1,30.7,6.5,2.3,4.4,412,10.04
534,5/11/2018 8:00,33.8,27.2,30.8,6.06,1.86,3.96,518,10.06
535,5/11/2018 9:00,34.3,27.7,31.3,6.87,2.67,4.77,603,10.16
536,5/11/2018 10:00,35.8,29.2,32.8,7.87,3.67,5.77,778,10.45
537,5/11/2018 11:00,35.8,29.2,32.8,9.78,5.58,7.68,867,10.37
538,5/11/2018 12:00,36.3,29.7,33.3,12.78,8.58,10.68,978,10.35
539,5/11/2018 13:00,39.3,32.7,36.3,33.5,29.3,31.4,858,10.15
540,5/11/2018 14:00,39.9,33.3,36.9,20.39,16.19,18.29,767,10.83
541,5/11/2018 15:00,37.3,30.7,34.3,23.39,19.19,21.29,562,10.09
542,5/11/2018 16:00,37.8,31.2,34.8,22.5,18.3,20.4,532,10.26
543,5/11/2018 17:00,33.2,26.6,30.2,10.78,6.58,8.68,52,9.74
544,5/11/2018 18:00,33.3,26.7,30.3,8.5,4.3,6.4,222,9.84
545,5/12/2018 6:00,33.9,27.3,30.9,7.78,3.58,5.68,342,10
546,5/12/2018 7:00,36.3,29.7,33.3,7.17,2.97,5.07,412,10.58
547,5/12/2018 8:00,37.3,30.7,34.3,6.06,1.86,3.96,518,10.83
548,5/12/2018 9:00,38.9,32.3,35.9,6.87,2.67,4.77,603,11.12
549,5/12/2018 10:00,39.6,33,36.6,7.5,3.3,5.4,778,11.3
550,5/12/2018 11:00,40.8,34.2,37.8,9.78,5.58,7.68,867,11.45
551,5/12/2018 12:00,41.2,34.6,38.2,12.78,8.58,10.68,978,11.46
552,5/12/2018 13:00,41.9,35.3,38.9,33.5,29.3,31.4,858,10.8
553,5/12/2018 14:00,40.3,33.7,37.3,21.17,16.97,19.07,767,10.94
554,5/12/2018 15:00,29.9,23.3,26.9,22.5,18.3,20.4,562,8.1
555,5/12/2018 16:00,38.3,31.7,35.3,22.5,18.3,20.4,532,10.39
556,5/12/2018 17:00,33.3,26.7,30.3,10.78,6.58,8.68,52,9.74
557,5/12/2018 18:00,33.9,27.3,30.9,8.5,4.3,6.4,222,9.95
558,5/13/2018 6:00,34.2,27.6,31.2,7.78,3.58,5.68,342,10.11
559,5/13/2018 7:00,45.3,38.7,42.3,6.5,2.3,4.4,412,12.37
560,5/13/2018 8:00,44.8,38.2,41.8,7.17,2.97,5.07,518,12.28
561,5/13/2018 9:00,45.3,38.7,42.3,6.87,2.67,4.77,603,12.37
562,5/13/2018 10:00,45.3,38.7,42.3,7.5,3.3,5.4,778,12.36
563,5/13/2018 11:00,39.8,34.8,38.5,9.78,5.58,7.68,867,11.27
564,5/13/2018 12:00,46.8,40.2,43.8,12.4,8.2,10.3,978,12.55
565,5/13/2018 13:00,43.3,36.7,40.3,33.5,29.3,31.4,858,11.18
566,5/13/2018 14:00,39.3,32.7,36.3,20.39,16.19,18.29,767,10.72
567,5/13/2018 15:00,38.3,31.7,35.3,22.5,18.3,20.4,562,10.39
568,5/13/2018 16:00,38.3,31.7,35.3,74.98,70.78,72.88,532,7.85
569,5/13/2018 17:00,32.67,26.07,29.67,68.5,64.3,66.4,22,6.09
570,5/13/2018 18:00,33.58,26.98,30.58,61.99,57.79,59.89,152,6.73
571,5/14/2018 6:00,34.3,27.7,31.3,51.73,47.53,49.63,222,7.69
572,5/14/2018 7:00,34.8,28.2,31.8,43.98,39.78,41.88,362,8.32
573,5/14/2018 8:00,36.3,29.7,33.3,39.5,35.3,37.4,412,9
574,5/14/2018 9:00,37.58,30.98,34.58,38.86,34.66,36.76,438,9.35
575,5/14/2018 10:00,36.3,29.7,33.3,13.5,9.3,11.4,507,10.31
576,5/14/2018 11:00,37.78,31.18,34.78,36.88,32.68,34.78,565,9.59
577,5/14/2018 12:00,38.3,31.7,35.3,42.5,38.3,40.4,611,9.45
578,5/14/2018 13:00,38.8,32.2,35.8,48.08,43.88,45.98,550,9.33
579,5/14/2018 14:00,34.3,27.7,31.3,63.5,59.3,61.4,470,6.98
580,5/14/2018 15:00,33.58,26.98,30.58,53.03,48.83,50.93,511,7.26
581,5/14/2018 16:00,32.3,25.7,29.3,74.98,70.78,72.88,389,5.51
582,5/14/2018 17:00,32.67,26.07,29.67,68.88,64.68,66.78,22,6.09
583,5/14/2018 18:00,33.58,26.98,30.58,61.99,57.79,59.89,152,6.73
584,5/15/2018 6:00,34.3,27.7,31.3,49.84,45.64,47.74,222,7.81
585,5/15/2018 7:00,34.8,28.2,31.8,43.98,39.78,41.88,362,8.32
586,5/15/2018 8:00,36.3,29.7,33.3,39.5,35.3,37.4,412,9
587,5/15/2018 9:00,37.58,30.98,34.58,38.98,34.78,36.88,438,9.35
588,5/15/2018 10:00,36.3,29.7,33.3,27.73,23.53,25.63,507,9.63
589,5/15/2018 11:00,37.78,31.18,34.78,36.88,32.68,34.78,565,9.59
590,5/15/2018 12:00,38.3,31.7,35.3,41.8,37.6,39.7,611,9.5
591,5/15/2018 13:00,38.8,32.2,35.8,48.08,43.88,45.98,550,9.33
592,5/15/2018 14:00,34.3,27.7,31.3,63.5,59.3,61.4,470,6.98
593,5/15/2018 15:00,33.58,26.98,30.58,53.03,48.83,50.93,511,7.26
594,5/15/2018 16:00,32.3,25.7,29.3,74.98,70.78,72.88,389,5.51
595,5/15/2018 17:00,32.67,26.07,29.67,68.5,64.3,66.4,22,6.09
596,5/15/2018 18:00,33.58,26.98,30.58,74,69.8,71.9,152,5.96
597,8/16/2018 8:00,30.1,24.4,28.4,60.29,55.29,58.04,190,5.85
598,8/16/2018 9:00,30.6,24.9,28.9,50.03,45.03,47.78,330,6.53
599,8/16/2018 10:00,32.1,26.4,30.4,42.28,37.28,40.03,380,7.73
600,8/16/2018 11:00,33.38,27.68,31.68,37.8,32.8,35.55,406,8.35
601,8/16/2018 12:00,32.1,26.4,30.4,37.28,32.28,35.03,475,8.04
602,8/16/2018 13:00,33.58,27.88,31.88,11.8,6.8,9.55,533,9.8
603,8/16/2018 14:00,34.1,28.4,32.4,35.18,30.18,32.93,579,8.77
604,8/16/2018 15:00,34.6,28.9,32.9,40.8,35.8,38.55,518,8.48
605,8/16/2018 16:00,30.1,24.4,28.4,46.38,41.38,44.13,438,6.8
606,8/16/2018 17:00,29.38,23.68,27.68,61.8,56.8,59.55,479,5.39
607,8/16/2018 18:00,28.1,22.4,26.4,51.33,46.33,49.08,357,5.74
608,8/17/2018 6:00,28.47,22.77,26.77,73.28,68.28,71.03,69,4.11
609,8/17/2018 7:00,29.38,23.68,27.68,66.8,61.8,64.55,120,5.04
610,8/17/2018 8:00,30.1,24.4,28.4,60.29,55.29,58.04,190,5.85
611,8/17/2018 9:00,30.6,24.9,28.9,51.16,46.16,48.91,330,6.46
612,8/17/2018 10:00,32.1,26.4,30.4,42.28,37.28,40.03,380,7.73
613,8/17/2018 11:00,33.38,27.68,31.68,37.8,32.8,35.55,406,8.35
614,8/17/2018 12:00,32.1,26.4,30.4,37.28,32.28,35.03,475,8.04
615,8/17/2018 13:00,33.58,27.88,31.88,11.8,6.8,9.55,533,9.8
616,8/17/2018 14:00,34.1,28.4,32.4,35.18,30.18,32.93,579,8.77
617,8/17/2018 15:00,34.6,28.9,32.9,40.16,35.16,37.91,518,8.48
618,8/17/2018 16:00,30.1,24.4,28.4,46.38,41.38,44.13,438,6.8
619,8/17/2018 17:00,29.38,23.68,27.68,61.8,56.8,59.55,479,5.39
620,8/17/2018 18:00,28.1,22.4,26.4,51.33,46.33,49.08,357,5.74
621,8/18/2018 6:00,28.47,22.77,26.77,73.28,68.28,71.03,69,4.11
622,8/18/2018 7:00,29.38,23.68,27.68,67.14,62.14,64.89,120,4.97
623,8/18/2018 8:00,30.1,24.4,28.4,60.29,55.29,58.04,190,5.85
624,8/18/2018 9:00,30.6,24.9,28.9,50.8,45.8,48.55,330,6.53
625,8/18/2018 10:00,32.1,26.4,30.4,42.28,37.28,40.03,380,7.73
626,8/18/2018 11:00,33.38,27.68,31.68,37.8,32.8,35.55,406,8.35
627,8/18/2018 12:00,32.1,26.4,30.4,37.28,32.28,35.03,475,8.04
628,8/18/2018 13:00,33.58,27.88,31.88,11.8,6.8,9.55,533,9.8
629,8/18/2018 14:00,34.1,28.4,32.4,35.18,30.18,32.93,579,8.77
630,8/18/2018 15:00,34.6,28.9,32.9,40.8,35.8,38.55,518,8.48
631,8/18/2018 16:00,30.1,24.4,28.4,46.38,41.38,44.13,438,6.8
632,8/18/2018 17:00,29.38,23.68,27.68,61.8,56.8,59.55,479,5.39
633,8/18/2018 18:00,28.1,22.4,26.4,51.33,46.33,49.08,357,5.74
634,8/19/2018 6:00,28.47,22.77,26.77,73.28,68.28,71.03,69,4.11
635,8/19/2018 7:00,29.38,23.68,27.68,66.8,61.8,64.55,120,5.04
636,8/19/2018 8:00,30.1,24.4,28.4,60.29,55.29,58.04,190,5.85
637,8/19/2018 9:00,30.6,24.9,28.9,50.8,45.8,48.55,330,6.53
638,8/19/2018 10:00,32.1,26.4,30.4,42.28,37.28,40.03,380,7.73
639,8/19/2018 11:00,33.38,27.68,31.68,37.8,32.8,35.55,406,8.35
640,8/19/2018 12:00,32.1,26.4,30.4,37.28,32.28,35.03,475,8.04
641,8/19/2018 13:00,33.58,27.88,31.88,11.8,6.8,9.55,533,9.8
642,8/19/2018 14:00,34.1,28.4,32.4,35.18,30.18,32.93,579,8.77
643,8/19/2018 15:00,34.6,28.9,32.9,40.8,35.8,38.55,518,8.48
644,8/19/2018 16:00,30.1,24.4,28.4,46.38,41.38,44.13,438,6.8
645,8/19/2018 17:00,29.38,23.68,27.68,61.8,56.8,59.55,479,5.39
646,8/19/2018 18:00,28.1,22.4,26.4,51.33,46.33,49.08,357,5.74
647,8/20/2018 6:00,28.47,22.77,26.77,73.28,68.28,71.03,69,4.11
648,8/20/2018 7:00,29.38,23.68,27.68,66.8,61.8,64.55,120,5.04
649,8/20/2018 8:00,30.1,24.4,28.4,60.29,55.29,58.04,190,5.85
650,8/20/2018 9:00,30.6,24.9,28.9,50.8,45.8,48.55,330,6.53
651,8/20/2018 10:00,32.1,26.4,30.4,42.28,37.28,40.03,380,7.73
652,8/20/2018 11:00,33.38,27.68,31.68,37.8,32.8,35.55,406,8.35
653,8/20/2018 12:00,32.1,26.4,30.4,37.28,32.28,35.03,475,8.04
